distance,"Actuation: compressing","Actuation: releasing","Force: compressing","Force: releasing"
"2.88",1,1,"54.66723646723647","53.60911680911681"
"2.89",1,1,"54.56253561253562","53.99928774928776"
"2.9",1,1,"54.71595441595442","53.90655270655271"
"2.91",1,1,"54.59304843304843","53.80484330484331"
"2.92",1,1,"54.9197150997151","54.04757834757836"
"2.93",1,1,"54.86638176638177","54.11509971509972"
"2.94",1,1,"54.92843304843306","54.245356125356125"
"2.95",1,1,"54.90398860398861","54.081766381766386"
"2.96",1,1,"54.99509971509972","54.24330484330485"
"2.97",1,1,"55.117150997151","54.302792022792026"
"2.98",1,1,"55.129458689458694","54.332407407407416"
"2.99",1,1,"55.21766381766381","54.2920227920228"
3,1,1,"55.3920227920228","54.54279202279203"
"3.01",1,1,"55.35868945868946","54.453561253561254"
"3.02",1,1,"55.49159544159545","54.734330484330485"
"3.03",1,1,"55.43433048433048","54.70420227920228"
"3.04",1,1,"55.52706552706553","54.7797150997151"
"3.05",1,1,"55.73361823361824","54.91317663817664"
"3.06",1,1,"55.73176638176639","54.787749287749286"
"3.07",1,1,"55.76894586894588","55.08689458689459"
"3.08",1,1,"55.956125356125355","54.97279202279203"
"3.09",1,1,"55.94894586894587","55.15663817663818"
"3.1",1,1,"55.96894586894588","55.03475783475784"
"3.11",1,1,"56.229629629629635","55.394074074074084"
"3.12",1,1,"56.13707773707773","55.21168091168092"
"3.13",1,1,"56.536039886039894","55.39509971509972"
"3.14",1,1,"56.16418396418396","55.45304843304844"
"3.15",1,1,"56.49159544159545","55.436467236467244"
"3.16",1,1,"56.36997150997151","55.58279202279202"
"3.17",1,1,"56.890484330484334","55.70074074074074"
"3.18",1,1,"56.573646723646725","55.74740740740742"
"3.19",1,1,"56.90142450142451","55.77150997150998"
"3.2",1,1,"56.60868945868947","55.9522792022792"
"3.21",1,1,"57.23646723646724","55.89202279202279"
"3.22",1,1,"56.818945868945875","56.06253561253562"
"3.23",1,1,"56.928774928774935","56.12343304843306"
"3.24",1,1,"56.981766381766384","56.34330484330485"
"3.25",1,1,"57.112535612535616","56.588603988603985"
"3.26",1,1,"57.23150997150998","56.16253561253562"
"3.27",1,1,"57.18176638176638","56.36484330484332"
"3.28",1,1,"57.19920227920229","56.440740740740736"
"3.29",1,1,"57.40997150997151","57.22920227920228"
"3.3",1,1,"57.440227920227926","56.54227920227921"
"3.31",1,1,"57.5014245014245","56.72279202279203"
"3.32",1,1,"57.58074074074075","56.85561253561254"
"3.33",1,1,"57.63150997150998","56.87150997150997"
"3.34",1,1,"57.799074074074085","56.839202279202276"
"3.35",1,1,"57.842450142450154","56.977279202279206"
"3.36",1,1,"58.05253561253562","57.06491656491657"
"3.37",1,1,"58.01552706552707","57.01937321937322"
"3.38",1,1,"58.05663817663818","57.27183048433049"
"3.39",1,1,"58.29407407407408","57.242022792022794"
"3.4",1,1,"58.11048433048434","57.182498982498984"
"3.41",1,1,"58.403561253561264","57.40689458689459"
"3.42",1,1,"58.11595441595441","57.37706552706553"
"3.43",1,1,"58.597663817663815","57.50433048433049"
"3.44",1,1,"58.45099715099716","57.50535612535613"
"3.45",1,1,"58.456125356125355","57.690313390313385"
"3.46",1,1,"58.60954415954416","57.742663817663825"
"3.47",1,1,"58.62894586894587","57.818304843304844"
"3.48",1,1,"58.685612535612535","57.974074074074075"
"3.49",1,1,"58.77253561253561","58.0908831908832"
"3.5",1,1,"58.780301180301194","57.97311253561254"
"3.51",1,1,"58.928561253561256","57.93390313390314"
"3.52",1,1,"59.045014245014244","58.13509971509971"
"3.53",1,1,"59.02381766381767","58.2928774928775"
"3.54",1,1,"59.201766381766376","58.30911680911682"
"3.55",1,1,"59.27253561253561","58.36894586894588"
"3.56",1,1,"59.384330484330484","58.40740740740741"
"3.57",1,1,"59.27004477004478","58.696125356125364"
"3.58",1,1,"59.46723646723647","58.5674074074074"
"3.59",1,1,"59.46433048433048","58.47492877492878"
"3.6",1,1,"59.533689458689466","58.72169312169313"
"3.61",1,1,"59.561253561253565","58.66680911680911"
"3.62",1,1,"59.57022792022793","59.01552706552707"
"3.63",1,1,"59.79861619861621","58.95099715099715"
"3.64",1,1,"59.81574074074075","58.98400997150998"
"3.65",1,1,"59.90612535612536","58.984757834757836"
"3.66",1,1,"59.949074074074076","59.17956857956858"
"3.67",1,1,"60.01920227920228","59.15740740740741"
"3.68",1,1,"60.21099715099715","59.25185185185186"
"3.69",1,1,"60.15185185185186","59.35356125356126"
"3.7",1,1,"60.25292022792023","59.30330484330484"
"3.71",1,1,"60.13368945868946","59.62381766381767"
"3.72",1,1,"60.270655270655276","59.55253561253562"
"3.73",1,1,"60.366061253561256","59.584330484330486"
"3.74",1,1,"60.637749287749294","59.573646723646725"
"3.75",1,1,"60.51920227920228","59.85035612535613"
"3.76",1,1,"60.762535612535615","59.792877492877494"
"3.77",1,1,"60.74586894586896","59.976125356125365"
"3.78",1,1,"60.8397150997151","59.91937321937323"
"3.79",1,1,"60.876125356125364","60.088603988603985"
"3.8",1,1,"60.868945868945865","60.13817663817664"
"3.81",1,1,"60.984330484330485","60.20612535612536"
"3.82",1,1,"61.000227920227914","60.25466015466015"
"3.83",1,1,"61.10586894586895","60.429202279202286"
"3.84",1,1,"61.219800569800576","60.91424501424501"
"3.85",1,1,"61.20850630850632","60.39150997150998"
"3.86",1,1,"61.365868945868954","60.58774928774929"
"3.87",1,1,"61.340227920227925","60.62920227920228"
